"","CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","hours_per_week","income","education_cat","gender"
"25337","CS25351",55,"Private",3,"M","Own-child","Blue-Collar","White",50.5,50.3,"primaria","m"
"25338","CS25352",64,"Government",9,"W","Husband","White-Collar","White",40,59.86,"secundaria","m"
"25339","CS25353",30,"Government",13,"S","Not-in-family","Professional","White",40,44.03,"universitaria","f"
"25340","CS25354",65,"Private",14,"S","Not-in-family","Professional","White",NA,55.74,"postuniversitaria","m"
"25341","CS25355",46,"Government",13,"D","Not-in-family","Professional","White",40.5,54.4,"universitaria","m"
"25342","CS25356",45,"Private",14,"M","Not-in-family","White-Collar","White",60.5,60.06,"postuniversitaria","m"
"25343","CS25357",18,"Private",10,"S","Husband","Sales","White",25.5,39.18,"universitaria","f"
"25344","CS25358",32,"Private",13,"M","Own-child","White-Collar","White",40,59.5,"universitaria","m"
"25345","CS25359",38,"Other/Unknown",13,"M","Husband","Other/Unknown","Other",50.5,32.85,"universitaria","f"
"25346","CS25360",34,"Government",16,"M","Wife","Professional","White",45,57.52,"postuniversitaria","m"
"25347","CS25361",35,"Private",9,"M","Husband","Blue-Collar","White",40.5,53.61,"secundaria","m"
"25348","CS25362",26,"Private",9,"S","Husband","Blue-Collar","White",40,49.84,"secundaria","m"
"25349","CS25363",24,"Private",10,"S","Own-child","Sales","White",35.5,50.35,"universitaria","m"
"25350","CS25364",45,"Self-Employed",9,"M","Other-relative","Sales","White",NA,52.28,"secundaria","m"
"25351","CS25365",36,"Private",6,"S","Husband","Blue-Collar","White",34,40.73,"primaria","f"
"25352","CS25366",44,"Private",4,"M","Not-in-family","Blue-Collar","Other",40.5,42.67,"primaria","m"
"25353","CS25367",23,"Private",10,"S","Husband","White-Collar","White",60.5,41.68,"universitaria","f"
"25354","CS25368",57,"Private",9,"M","Not-in-family","Blue-Collar","White",55.5,53.97,"secundaria","m"
"25355","CS25369",41,"Self-Employed",10,"M","Husband","Sales","White",60,48.97,"universitaria","m"
"25356","CS25370",20,"Government",9,"M","Husband","Service","Black",30,48.56,"secundaria","m"
"25357","CS25371",32,"Private",10,"M","Husband","Blue-Collar","White",36.5,52.67,"universitaria","m"
"25358","CS25372",60,"Private",9,"M","Husband","Service","White",40.5,42.42,"secundaria","f"
"25359","CS25373",38,"Self-Employed",13,"S","Wife","Blue-Collar","White",20.5,38.36,"universitaria","f"
"25360","CS25374",29,"Private",9,"S","Not-in-family","Blue-Collar","White",45.5,41.65,"secundaria","f"
"25361","CS25375",22,"Private",9,"S","Not-in-family","Blue-Collar","White",40,48.03,"secundaria","m"
"25362","CS25376",21,"Private",10,"S","Own-child","Sales","Asian-Pac-Islander",30,35.32,"universitaria","m"
"25363","CS25377",40,"Government",9,"M","Own-child","Service","White",40.5,57.73,"secundaria","m"
"25364","CS25378",59,"Private",10,"M","Other-relative","White-Collar","White",45,59.45,"universitaria","m"
"25365","CS25379",45,"Government",14,"D","Husband","White-Collar","White",45,59.82,"postuniversitaria","m"
"25366","CS25380",37.3573817486861,"Government",9,"W","Not-in-family","Service","White",13,42.85,"secundaria","f"
"25367","CS25381",45,"Private",13,"M","Not-in-family","Blue-Collar","White",40.5,57.01,"universitaria","m"
"25368","CS25382",49,"Government",14,"X","Husband","Professional","White",70,46.01,"postuniversitaria","f"
"25369","CS25383",36,"Government",11,"S","Unmarried","Service","Black",60,43.64,"universitaria","f"
"25370","CS25384",22,"Private",7,"S","Not-in-family","Blue-Collar","White",35.5,47.16,"secundaria","m"
"25371","CS25385",47,"Private",11,"D","Own-child","Professional","White",44,39.49,"universitaria","f"
"25372","CS25386",26,"Private",9,"M","Unmarried","Sales","White",55,50.28,"secundaria","m"
"25373","CS25387",21,"Private",10,"D","Husband","Blue-Collar","White",40.5,52.6,"universitaria","m"
"25374","CS25388",27,"Private",9,"S","Own-child","Blue-Collar","White",15.5,38.88,"secundaria","f"
"25375","CS25389",26,"Private",13,"S","Own-child","Service","White",40,48.58,"universitaria","m"
"25376","CS25390",20,"Private",11,"S","Not-in-family","Service","White",25,41.27,"universitaria","f"
"25377","CS25391",31,"Self-Employed",14,"S","Own-child","Professional","White",45.5,48.75,"postuniversitaria","m"
"25378","CS25392",57,"Government",14,"D","Not-in-family","Service","Black",40,46.93,"postuniversitaria","f"
"25379","CS25393",39,"Private",7,"D","Unmarried","Sales","White",40,38.04,"secundaria","f"
"25380","CS25394",36,"Private",12,"S","Other-relative","Service","Black",40.5,42.37,"universitaria","m"
"25381","CS25395",37.3573817486861,"Private",10,"M","Not-in-family","White-Collar","White",45.5,61.62,"universitaria","m"
"25382","CS25396",34,"Government",10,"M","Husband","Blue-Collar","White",40.5,59.49,"universitaria","m"
"25383","CS25397",37.3573817486861,"Other/Unknown",9,"M","Husband","Other/Unknown","White",25,47.69,"secundaria","m"
"25384","CS25398",21,"Private",9,"S","Husband","Service","White",40,38.2,"secundaria","f"
"25385","CS25399",40,"Private",13,"M","Other-relative","White-Collar","White",32.5,57.67,"universitaria","m"
"25386","CS25400",49,"Government",12,"D","Husband","White-Collar","White",30.5,48.46,"universitaria","f"
"25387","CS25401",48,"Self-Employed",10,"D","Not-in-family","Sales","White",60,31.87,"universitaria","f"
"25388","CS25402",19,"Government",10,"S","Not-in-family","Service","White",24,48.27,"universitaria","m"
"25389","CS25403",42,"Private",7,"M","Not-in-family","Blue-Collar","Black",40,44.69,"secundaria","m"
"25390","CS25404",59,"Private",9,"M","Husband","Blue-Collar","White",45.5,52.63,"secundaria","m"
"25391","CS25405",63,"Private",10,"D","Husband","Service","White",40.5,40.93,"universitaria","f"
"25392","CS25406",26,"Private",9,"S","Not-in-family","Blue-Collar","White",40.5,51.03,"secundaria","m"
"25393","CS25407",41,"Private",5,"D","Other-relative","Service","White",35,34.86,"primaria","f"
"25394","CS25408",42,"Private",10,"M","Other-relative","White-Collar","White",40.5,56.57,"universitaria","m"
"25395","CS25409",19,"Private",9,"S","Husband","Service","White",20,49.57,"secundaria","m"
"25396","CS25410",45,"Government",7,"M","Own-child","Service","White",25,44.52,"secundaria","f"
"25397","CS25411",47,"Private",9,"M","Wife","Service","White",30.5,40.81,"secundaria","f"
"25398","CS25412",47,"Private",9,"D","Wife","White-Collar","White",40.5,42.69,"secundaria","f"
"25399","CS25413",34,"Private",11,"M","Not-in-family","Blue-Collar","White",40,55.42,"universitaria","m"
"25400","CS25414",49,"Self-Employed",13,"M","Husband","Sales","White",40.5,47.69,"universitaria","m"
"25401","CS25415",36,"Private",9,"D","Husband","Blue-Collar","White",40,50.43,"secundaria","m"
"25402","CS25416",53,"Private",9,"W","Not-in-family","Blue-Collar","White",40.5,50.85,"secundaria","m"
"25403","CS25417",21,"Other/Unknown",10,"S","Unmarried","Other/Unknown","White",45.5,46.5,"universitaria","m"
"25404","CS25418",39,"Private",9,"D","Not-in-family","Blue-Collar","White",40,54.58,"secundaria","m"
"25405","CS25419",52,"Self-Employed",11,"M","Not-in-family","Blue-Collar","White",40.5,56.32,"universitaria","m"
"25406","CS25420",18,"Private",10,"S","Husband","Sales","White",35.5,35.59,"universitaria","f"
"25407","CS25421",59,"Private",11,"S","Own-child","Blue-Collar","Asian-Pac-Islander",40,40.65,"universitaria","m"
"25408","CS25422",50,"Private",9,"M","Not-in-family","Blue-Collar","White",50,60.26,"secundaria","m"
"25409","CS25423",31,"Private",13,"M","Husband","Service","Asian-Pac-Islander",40.5,42.02,"universitaria","m"
"25410","CS25424",52,"Other/Unknown",10,"M","Husband","Other/Unknown","White",40.5,37.73,"universitaria","f"
"25411","CS25425",41,"Self-Employed",10,"M","Wife","White-Collar","White",40.5,54.32,"universitaria","m"
"25412","CS25426",45,"Private",12,"W","Husband","Service","White",40,55.11,"universitaria","m"
"25413","CS25427",54,"Government",14,"D","Unmarried","Professional","White",40,46.14,"postuniversitaria","f"
"25414","CS25428",22,"Private",9,"S","Not-in-family","Blue-Collar","White",25,52.32,"secundaria","m"
"25415","CS25429",50,"Private",9,"M","Not-in-family","Blue-Collar","White",40,55.29,"secundaria","m"
"25416","CS25430",20,"Other/Unknown",12,"S","Husband","Other/Unknown","White",32.5,35.86,"universitaria","f"
"25417","CS25431",43,"Private",9,"D","Not-in-family","White-Collar","White",40.5,42.77,"secundaria","f"
"25418","CS25432",48,"Government",13,"M","Not-in-family","Professional","White",40.5,59.04,"universitaria","m"
"25419","CS25433",24,"Private",13,"S","Husband","White-Collar","White",45.5,54.05,"universitaria","m"
"25420","CS25434",54,"Private",10,"M","Not-in-family","Sales","White",40.5,49.04,"universitaria","m"
"25421","CS25435",26,"Private",9,"M","Husband","White-Collar","White",40,60,"secundaria","m"
"25422","CS25436",53,"Private",13,"M","Husband","Blue-Collar","White",40.5,55.9,"universitaria","m"
"25423","CS25437",51,"Self-Employed",16,"M","Husband","Professional","White",40,56.08,"postuniversitaria","m"
"25424","CS25438",54,"Private",14,"M","Husband","White-Collar","White",44,58.05,"postuniversitaria","m"
"25425","CS25439",32,"Government",9,"M","Husband","Blue-Collar","White",49,60.81,"secundaria","m"
"25426","CS25440",46,"Private",9,"M","Husband","Blue-Collar","Black",40.5,50,"secundaria","m"
"25427","CS25441",60,"Other/Unknown",13,"M","Husband","Other/Unknown","White",12.5,48.58,"universitaria","m"
"25428","CS25442",52,"Government",9,"D","Husband","White-Collar","White",45.5,46.97,"secundaria","f"
"25429","CS25443",44,"Private",9,"D","Not-in-family","White-Collar","White",40.5,44.64,"secundaria","f"
"25430","CS25444",56,"Self-Employed",10,"M","Not-in-family","White-Collar","White",40.5,58.37,"universitaria","m"
"25431","CS25445",57,"Private",9,"M","Husband","White-Collar","White",40,54.67,"secundaria","m"
"25432","CS25446",35,"Private",9,"S","Husband","Service","Black",40.5,39.63,"secundaria","f"
"25433","CS25447",30,"Private",12,"S","Unmarried","Service","White",40.5,37.65,"universitaria","f"
"25434","CS25448",29,"Private",10,"S","Not-in-family","Blue-Collar","White",35.5,47.16,"universitaria","m"
"25435","CS25449",49,"Private",13,"M","Not-in-family","White-Collar","White",66,60.6,"universitaria","m"
"25436","CS25450",28,"Private",6,"S","Husband","Blue-Collar","White",40,47.56,"primaria","m"
"25437","CS25451",30,"Private",10,"X","Not-in-family","White-Collar","Black",40,42.15,"universitaria","f"
"25438","CS25452",45,"Private",9,"D","Unmarried","Service","White",40.5,51.89,"secundaria","m"
"25439","CS25453",17,"Private",6,"S","Not-in-family","Service","White",12,45.26,"primaria","m"
"25440","CS25454",54,"Government",6,"M","Own-child","White-Collar","White",40,61.93,"primaria","m"
"25441","CS25455",31,"Private",10,"M","Husband","White-Collar","White",40,53.92,"universitaria","m"
"25442","CS25456",54,"Private",16,"M","Husband","White-Collar","White",50.5,59.33,"postuniversitaria","m"
"25443","CS25457",55,"Other/Unknown",13,"M","Husband","Other/Unknown","White",40,51.01,"universitaria","m"
"25444","CS25458",26,"Private",12,"M","Husband","White-Collar","White",40.5,48.07,"universitaria","f"
"25445","CS25459",37,"Private",5,"M","Own-child","Blue-Collar","White",50.5,54.86,"primaria","m"
"25446","CS25460",34,"Private",9,"D","Husband","Blue-Collar","Amer-Indian-Eskimo",48,39.38,"secundaria","m"
"25447","CS25461",38,"Private",13,"M","Not-in-family","Professional","White",40,54.35,"universitaria","m"
"25448","CS25462",51,"Private",10,"M","Husband","White-Collar","White",45,59.06,"universitaria","m"
"25449","CS25463",41,"Private",9,"S","Husband","White-Collar","Asian-Pac-Islander",60.5,40.7,"secundaria","m"
"25450","CS25464",24,"Private",10,"S","Not-in-family","Blue-Collar","White",40.5,50.28,"universitaria","m"
"25451","CS25465",56,"Self-Employed",13,"M","Not-in-family","White-Collar","White",50,57.83,"universitaria","m"
"25452","CS25466",33,"Private",9,"S","Husband","Blue-Collar","Asian-Pac-Islander",40,42.62,"secundaria","m"
"25453","CS25467",31,"Private",6,"M","Own-child","Blue-Collar","White",40,51.23,"primaria","m"
"25454","CS25468",27,"Private",10,"S","Husband","Blue-Collar","Black",50.5,42.16,"universitaria","m"
"25455","CS25469",32,"Self-Employed",13,"M","Not-in-family","Sales","White",45.5,52.02,"universitaria","m"
"25456","CS25470",35,"Private",12,"M","Other-relative","White-Collar","White",40,57.61,"universitaria","m"
"25457","CS25471",43,"Private",10,"M","Husband","Blue-Collar","White",45.5,53.8,"universitaria","m"
"25458","CS25472",40,"Private",9,"D","Husband","Service","White",36.5,41.17,"secundaria","f"
"25459","CS25473",19,"Self-Employed",9,"S","Unmarried","Service","White",53.5,47.78,"secundaria","m"
"25460","CS25474",23,"Private",12,"S","Own-child","Blue-Collar","White",32.5,50.03,"universitaria","m"
"25461","CS25475",40,"Private",9,"X","Own-child","Blue-Collar","White",40,54.34,"secundaria","m"
"25462","CS25476",59,"Private",9,"D","Unmarried","Blue-Collar","White",38.5,54.37,"secundaria","m"
"25463","CS25477",43,"Private",9,"M","Not-in-family","Blue-Collar","White",40.5,55.19,"secundaria","m"
"25464","CS25478",43,"Self-Employed",6,"M","Husband","Blue-Collar","White",60.5,51.76,"primaria","m"
"25465","CS25479",53,"Private",9,"W","Husband","Blue-Collar","White",40.5,44.13,"secundaria","f"
"25466","CS25480",26,"Private",9,"M","Not-in-family","Sales","White",40,49.9,"secundaria","m"
"25467","CS25481",37.3573817486861,"Self-Employed",10,"M","Husband","White-Collar","White",20.5,55.25,"universitaria","m"
"25468","CS25482",41,"Private",13,"M","Husband","Sales","White",48.5,55.89,"universitaria","m"
"25469","CS25483",32,"Self-Employed",9,"D","Husband","Blue-Collar","White",40.5,49.72,"secundaria","m"
"25470","CS25484",25,"Government",13,"S","Unmarried","White-Collar","White",40.5,57.51,"universitaria","m"
"25471","CS25485",20,"Private",9,"S","Not-in-family","Service","White",40.5,48.15,"secundaria","m"
"25472","CS25486",22,"Private",10,"S","Own-child","Service","White",15.5,46.56,"universitaria","m"
"25473","CS25487",33,"Private",6,"M","Not-in-family","Blue-Collar","White",40,51.87,"primaria","m"
"25474","CS25488",26,"Government",10,"M","Husband","Service","White",40.5,56.06,"universitaria","m"
"25475","CS25489",29,"Private",9,"S","Other-relative","Service","Black",25.5,38.87,"secundaria","f"
"25476","CS25490",20,"Private",9,"S","Unmarried","Sales","White",23.5,37.26,"secundaria","f"
"25477","CS25491",37.3573817486861,"Government",14,"M","Own-child","Professional","White",42.5,59.45,"postuniversitaria","m"
"25478","CS25492",58,"Private",10,"D","Husband","Professional","White",40.5,41.16,"universitaria","f"
"25479","CS25493",32,"Private",9,"D","Unmarried","Blue-Collar","White",40,49.71,"secundaria","m"
"25480","CS25494",23,"Private",12,"S","Not-in-family","Service","White",25,41.1,"universitaria","f"
"25481","CS25495",30,"Private",5,"M","Not-in-family","Service","White",40.5,51.58,"primaria","m"
"25482","CS25496",37.3573817486861,"Government",10,"M","Husband","Blue-Collar","White",8.5,60.43,"universitaria","m"
"25483","CS25497",26,"Private",12,"S","Husband","White-Collar","White",32,47.07,"universitaria","f"
"25484","CS25498",53,"Self-Employed",9,"M","Unmarried","White-Collar","White",35.5,56.88,"secundaria","m"
"25485","CS25499",27,"Government",9,"M","Husband","Blue-Collar","White",60.5,61.22,"secundaria","m"
"25486","CS25500",29,"Other/Unknown",10,"M","Husband","Blue-Collar","White",65.5,52.84,"universitaria","m"
"25487","CS25501",38,"Government",16,"M","Own-child","Professional","White",40.5,58.49,"postuniversitaria","m"
"25488","CS25502",17,"Private",5,"S","Husband","Service","Black",40.5,38.57,"primaria","f"
"25489","CS25503",48,"Private",14,"M","Own-child","Service","White",40,50.97,"postuniversitaria","m"
"25490","CS25504",52,"Private",10,"W","Husband","Service","Black",40,40.81,"universitaria","f"
"25491","CS25505",28,"Private",12,"M","Unmarried","White-Collar","White",40.5,49.69,"universitaria","f"
"25492","CS25506",18,"Private",10,"S","Wife","Sales","White",15.5,48.23,"universitaria","m"
"25493","CS25507",28,"Private",10,"D","Own-child","Sales","White",30.5,51.38,"universitaria","m"
"25494","CS25508",34,"Private",10,"M","Not-in-family","Blue-Collar","White",40.5,50.96,"universitaria","m"
"25495","CS25509",62,"Private",9,"M","Husband","Professional","White",40.5,50.52,"secundaria","m"
"25496","CS25510",46,"Private",3,"M","Husband","Blue-Collar","White",40.5,52.38,"primaria","m"
"25497","CS25511",30,"Private",10,"D","Husband","White-Collar","White",40.5,43.1,"universitaria","f"
"25498","CS25512",20,"Private",10,"S","Unmarried","Blue-Collar","White",40,51.69,"universitaria","m"
"25499","CS25513",29,"Private",9,"S","Own-child","White-Collar","White",50.5,49.26,"secundaria","m"
"25500","CS25514",55,"Private",10,"M","Not-in-family","White-Collar","Black",25,56.33,"universitaria","m"
"25501","CS25515",20,"Private",10,"S","Husband","Professional","White",24.5,49.43,"universitaria","m"
"25502","CS25516",54,"Private",6,"M","Own-child","Blue-Collar","Black",40,46.38,"primaria","m"
"25503","CS25517",27,"Private",6,"S","Husband","Blue-Collar","White",30.5,49.28,"primaria","m"
"25504","CS25518",43,"Private",10,"S","Not-in-family","White-Collar","White",55,54.35,"universitaria","m"
"25505","CS25519",17,"Other/Unknown",6,"S","Not-in-family","Other/Unknown","White",40,40.94,"primaria","m"
"25506","CS25520",48,"Government",14,"D","Own-child","Service","White",72.5,56.71,"postuniversitaria","m"
"25507","CS25521",34,"Private",13,"S","Not-in-family","White-Collar","White",40.5,53.21,"universitaria","m"
"25508","CS25522",37.3573817486861,"Other/Unknown",5,"M","Own-child","Other/Unknown","Black",40,39.38,"primaria","m"
"25509","CS25523",29,"Private",13,"S","Husband","Professional","White",40.5,41.05,"universitaria","f"
"25510","CS25524",43,"Other/Unknown",10,"X","Not-in-family","Other/Unknown","Black",40,35.49,"universitaria","m"
"25511","CS25525",37,"Private",11,"D","Not-in-family","Sales","White",40.5,38.06,"universitaria","f"
"25512","CS25526",56,"Private",10,"M","Unmarried","Professional","White",40.5,55.41,"universitaria","m"
"25513","CS25527",58,"Private",6,"M","Husband","Blue-Collar","White",40,54.28,"primaria","m"
"25514","CS25528",54,"Self-Employed",13,"M","Husband","Sales","Black",40,41.86,"universitaria","m"
"25515","CS25529",45,"Private",10,"X","Husband","Blue-Collar","White",41.5,51.77,"universitaria","m"
"25516","CS25530",29,"Self-Employed",9,"M","Not-in-family","Service","White",40.5,46.99,"secundaria","m"
"25517","CS25531",26,"Private",12,"M","Husband","White-Collar","White",40,48.96,"universitaria","f"
"25518","CS25532",43,"Private",9,"M","Wife","White-Collar","Black",40,47,"secundaria","m"
"25519","CS25533",33,"Government",9,"M","Husband","Service","White",40,55.74,"secundaria","m"
"25520","CS25534",45,"Self-Employed",10,"M","Husband","Service","White",42.5,50.69,"universitaria","m"
"25521","CS25535",25,"Private",10,"S","Husband","Sales","White",30.5,46.89,"universitaria","m"
"25522","CS25536",25,"Private",9,"M","Not-in-family","Blue-Collar","White",40.5,56.84,"secundaria","m"
"25523","CS25537",37.3573817486861,"Other/Unknown",15,"D","Husband","Other/Unknown","White",5.5,49.03,"postuniversitaria","m"
"25524","CS25538",37,"Private",12,"M","Not-in-family","White-Collar","White",40,56.37,"universitaria","m"
"25525","CS25539",20,"Private",9,"S","Husband","White-Collar","White",25.5,51.23,"secundaria","m"
"25526","CS25540",39,"Private",14,"M","Not-in-family","Professional","White",24,48.38,"postuniversitaria","f"
"25527","CS25541",17,"Private",6,"S","Wife","Sales","White",20.5,39.15,"primaria","f"
"25528","CS25542",27,"Government",9,"S","Own-child","Blue-Collar","White",40,59.39,"secundaria","m"
"25529","CS25543",26,"Private",9,"S","Own-child","Service","Black",40,42.45,"secundaria","f"
"25530","CS25544",55,"Private",3,"M","Other-relative","Blue-Collar","White",40.5,55.66,"primaria","m"
"25531","CS25545",39,"Private",7,"M","Husband","Professional","White",60.5,52.52,"secundaria","m"
"25532","CS25546",41,"Private",9,"X","Husband","Service","White",40.5,33.59,"secundaria","f"
"25533","CS25547",34,"Private",2,"M","Not-in-family","Blue-Collar","White",40,53.61,"primaria","m"
"25534","CS25548",51,"Private",11,"M","Husband","White-Collar","White",50,55.65,"universitaria","m"
"25535","CS25549",37.3573817486861,"Government",16,"M","Husband","Professional","Black",12,50.85,"postuniversitaria","m"
"25536","CS25550",40,"Private",10,"D","Husband","Blue-Collar","White",40,51.22,"universitaria","m"
"25537","CS25551",58,"Private",12,"M","Own-child","Blue-Collar","White",40,54.43,"universitaria","m"
"25538","CS25552",23,"Private",9,"S","Husband","Sales","White",40,39.85,"secundaria","f"
"25539","CS25553",45,"Government",14,"M","Not-in-family","Professional","White",50.5,58.41,"postuniversitaria","m"
"25540","CS25554",51,"Private",13,"M","Husband","Sales","White",50,52.11,"universitaria","m"
"25541","CS25555",43,"Government",10,"D","Husband","White-Collar","White",40.5,57.39,"universitaria","m"
"25542","CS25556",25,"Government",13,"S","Unmarried","Service","White",50.5,42.66,"universitaria","f"
"25543","CS25557",36,"Self-Employed",13,"M","Not-in-family","White-Collar","White",40.5,56.17,"universitaria","m"
"25544","CS25558",58,"Private",9,"M","Husband","Blue-Collar","White",50.5,54.36,"secundaria","m"
"25545","CS25559",33,"Private",9,"D","Husband","Blue-Collar","White",40.5,52.19,"secundaria","m"
"25546","CS25560",60,"Government",11,"M","Not-in-family","Service","White",40,57.23,"universitaria","m"
"25547","CS25561",24,"Private",9,"S","Husband","Sales","Asian-Pac-Islander",40.5,37.42,"secundaria","m"
"25548","CS25562",45,"Private",9,"D","Own-child","White-Collar","White",46,43.35,"secundaria","f"
"25549","CS25563",49,"Private",9,"D","Not-in-family","White-Collar","White",40.5,41.3,"secundaria","f"
"25550","CS25564",19,"Private",8,"S","Not-in-family","White-Collar","White",40,41.73,"secundaria","f"
"25551","CS25565",34,"Government",10,"M","Not-in-family","White-Collar","Asian-Pac-Islander",38.5,49.76,"universitaria","f"
"25552","CS25566",42,"Government",13,"D","Unmarried","White-Collar","White",40,60.64,"universitaria","m"
"25553","CS25567",25,"Private",9,"S","Not-in-family","Service","White",50.5,36.59,"secundaria","f"
"25554","CS25568",37.3573817486861,"Other/Unknown",9,"M","Not-in-family","Other/Unknown","White",15.5,48.3,"secundaria","m"
"25555","CS25569",59,"Self-Employed",3,"M","Husband","Service","White",15.5,46.15,"primaria","m"
"25556","CS25570",28,"Private",9,"M","Husband","Blue-Collar","White",40.5,51.3,"secundaria","m"
"25557","CS25571",19,"Private",7,"S","Husband","Service","White",30,46.27,"secundaria","m"
"25558","CS25572",31,"Government",13,"S","Other-relative","Professional","White",40,45.21,"universitaria","f"
"25559","CS25573",58,"Government",13,"S","Not-in-family","Professional","White",48.5,51.38,"universitaria","m"
"25560","CS25574",21,"Private",9,"S","Not-in-family","Blue-Collar","White",13,51.63,"secundaria","m"
"25561","CS25575",47,"Self-Employed",9,"M","Own-child","White-Collar","White",50.5,59.37,"secundaria","m"
"25562","CS25576",30,"Private",13,"S","Husband","Sales","White",40,48.85,"universitaria","m"
"25563","CS25577",41,"Private",4,"M","Not-in-family","Blue-Collar","Asian-Pac-Islander",40,42.18,"primaria","m"
"25564","CS25578",59,"Other/Unknown",6,"D","Husband","Other/Unknown","White",40.5,36.76,"primaria","f"
"25565","CS25579",43,"Private",10,"X","Not-in-family","Blue-Collar","White",51.5,49.56,"universitaria","m"
"25566","CS25580",48,"Private",9,"X","Unmarried","White-Collar","White",40.5,46.37,"secundaria","f"
"25567","CS25581",44,"Private",13,"M","Not-in-family","Sales","White",50.5,52.91,"universitaria","m"
"25568","CS25582",44,"Private",10,"S","Husband","White-Collar","Black",40.5,44.21,"universitaria","f"
"25569","CS25583",24,"Private",13,"S","Not-in-family","White-Collar","Black",40.5,44.74,"universitaria","f"
"25570","CS25584",28,"Private",9,"M","Own-child","Blue-Collar","White",43,57.8,"secundaria","m"
"25571","CS25585",50,"Private",9,"M","Husband","White-Collar","White",10.5,48.91,"secundaria","f"
"25572","CS25586",33,"Private",10,"M","Unmarried","Blue-Collar","White",40,53.36,"universitaria","m"
"25573","CS25587",23,"Government",13,"S","Husband","Professional","White",50.5,42.93,"universitaria","f"
"25574","CS25588",30,"Other/Unknown",9,"S","Other-relative","Other/Unknown","White",40,40.49,"secundaria","m"
"25575","CS25589",46,"Private",6,"M","Own-child","Blue-Collar","White",40,57.41,"primaria","m"
"25576","CS25590",21,"Government",10,"S","Husband","Service","White",10,50.52,"universitaria","m"
"25577","CS25591",52,"Private",5,"X","Own-child","Service","Black",30.5,37.24,"primaria","f"
"25578","CS25592",26,"Private",13,"S","Not-in-family","Professional","White",50.5,50.72,"universitaria","m"
"25579","CS25593",27,"Government",13,"S","Not-in-family","Service","White",12,55.2,"universitaria","m"
"25580","CS25594",28,"Private",7,"S","Not-in-family","Blue-Collar","White",40.5,39.61,"secundaria","f"
"25581","CS25595",50,"Self-Employed",13,"M","Unmarried","Sales","White",60,50.58,"universitaria","m"
"25582","CS25596",28,"Private",9,"M","Husband","Blue-Collar","White",35.5,51.75,"secundaria","m"
"25583","CS25597",61,"Self-Employed",7,"M","Husband","White-Collar","White",20.5,54.29,"secundaria","m"
"25584","CS25598",32,"Private",4,"X","Husband","Sales","White",35,36.3,"primaria","f"
"25585","CS25599",30,"Government",10,"S","Unmarried","Blue-Collar","White",40.5,55.73,"universitaria","m"
"25586","CS25600",51,"Government",13,"D","Not-in-family","White-Collar","White",40,45.59,"universitaria","f"
"25587","CS25601",40,"Government",10,"S","Not-in-family","Service","White",40,54.98,"universitaria","m"
"25588","CS25602",36,"Private",9,"S","Not-in-family","White-Collar","White",70.5,51.74,"secundaria","m"
"25589","CS25603",28,"Private",10,"D","Not-in-family","Service","Black",24,37.19,"universitaria","m"
"25590","CS25604",49,"Private",12,"M","Other-relative","Professional","White",45,55.31,"universitaria","m"
"25591","CS25605",61,"Self-Employed",4,"M","Husband","Blue-Collar","White",30.5,49.35,"primaria","m"
"25592","CS25606",41,"Self-Employed",13,"M","Husband","White-Collar","White",60.5,59.48,"universitaria","m"
"25593","CS25607",55,"Private",9,"W","Husband","Service","White",30,38.11,"secundaria","f"
"25594","CS25608",36,"Private",13,"M","Unmarried","Professional","White",40,42.05,"universitaria","f"
"25595","CS25609",21,"Private",10,"S","Wife","White-Collar","White",40.5,41.16,"universitaria","f"
"25596","CS25610",57,"Self-Employed",10,"M","Own-child","Blue-Collar","White",45.5,53.6,"universitaria","m"
"25597","CS25611",49,"Self-Employed",15,"M","Husband","Professional","White",37.5,54.74,"postuniversitaria","m"
"25598","CS25612",59,"Private",7,"M","Husband","White-Collar","White",40,56.84,"secundaria","m"
"25599","CS25613",41,"Private",10,"X","Husband","Sales","White",80,48,"universitaria","m"
"25600","CS25614",59,"Private",10,"M","Not-in-family","Blue-Collar","White",40.5,55.23,"universitaria","m"
"25601","CS25615",20,"Private",9,"S","Husband","Service","White",25.5,48.22,"secundaria","m"
"25602","CS25616",42,"Private",10,"D","Own-child","White-Collar","Black",40,43.42,"universitaria","f"
"25603","CS25617",41,"Government",14,"D","Not-in-family","Professional","White",60.5,46.23,"postuniversitaria","f"
"25604","CS25618",45,"Government",13,"M","Unmarried","White-Collar","White",50,63.48,"universitaria","m"
"25605","CS25619",36,"Private",9,"S","Husband","Sales","Asian-Pac-Islander",40,34.41,"secundaria","f"
"25606","CS25620",42,"Government",12,"M","Other-relative","White-Collar","White",45.5,53.03,"universitaria","f"
"25607","CS25621",25,"Private",13,"M","Wife","Professional","White",40.5,53.55,"universitaria","m"
"25608","CS25622",45,"Private",9,"M","Husband","Blue-Collar","White",40.5,55.78,"secundaria","m"
"25609","CS25623",58,"Self-Employed",9,"M","Husband","Sales","White",40,48.29,"secundaria","m"
"25610","CS25624",39,"Private",9,"M","Husband","Blue-Collar","White",40,54.83,"secundaria","m"
"25611","CS25625",34,"Private",9,"M","Husband","Blue-Collar","White",40.5,53.87,"secundaria","m"
