"CS_ID";"age";"workclass";"fnlwgt";"education_num";"marital_status";"relationship";"occupation";"race";"sex";"capital_gain";"capital_loss";"hours_per_week";"income"
"CS23608";23;" Private";119751;9;" Single";"Other-relative";" White-Collar";" White";" Female";0;0;"40,5 h";"44,22 Milers d'euros"
"CS23609";21;" Private";294701;10;" Single";"Unmarried";" Sales";" White";" Female";0;0;"20,5 h";"37,86 Milers d'euros"
"CS23610";43;" Government";26842;11;" Married";"Not-in-family";" Service";" White";" Male";0;0;"40,5 h";"56,47 Milers d'euros"
"CS23611";53;" Private";114537;9;" Divorced";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"56,19 Milers d'euros"
"CS23612";18;" Private";126386;9;" Married";"Own-child";" White-Collar";" White";" Female";0;0;"40,5 h";"47,24 Milers d'euros"
"CS23613";44;" Private";163787;13;" Married";"Wife";" White-Collar";" White";" Male";0;0;"40 h";"55,58 Milers d'euros"
"CS23614";31;" Private";98211;13;" Single";"Husband";" Professional";" White";" Male";0;0;"50 h";"52,45 Milers d'euros"
"CS23615";48;" Private";175509;2;" Married";"Not-in-family";" Service";" White";" Male";0;0;"40,5 h";"50,52 Milers d'euros"
"CS23616";55;" Self-Employed";159854;14;" Divorced";"Husband";" Professional";" White";" Female";0;0;"35 h";"41,97 Milers d'euros"
"CS23617";24;" Private";120920;10;" Single";"Not-in-family";" White-Collar";" Black";" Female";0;0;"20 h";"42,73 Milers d'euros"
"CS23618";41;" Government";187551;14;" Married";"Own-child";" Professional";" White";" Male";0;0;"40,5 h";"56,81 Milers d'euros"
"CS23619";35;" Private";27305;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"53,76 Milers d'euros"
"CS23620";47;" Government";216711;11;" Divorced";"Husband";" White-Collar";" White";" Female";0;0;"40,5 h";"52,08 Milers d'euros"
"CS23621";54;" Private";218596;10;" Married";"Not-in-family";" Sales";" White";" Male";0;0;"32 h";"52,76 Milers d'euros"
"CS23622";40;" Private";280292;13;" Separated";"Husband";" Sales";" White";" Male";0;0;"40,5 h";"47,81 Milers d'euros"
"CS23623";56;" Self-Employed";200496;10;" Divorced";"Not-in-family";" Sales";" White";" Female";0;0;"48,5 h";"40,71 Milers d'euros"
"CS23624";23;" Private";78090;11;" Single";"Unmarried";" Service";" White";" Male";0;0;"40,5 h";"47,08 Milers d'euros"
"CS23625";34;" Self-Employed";118693;9;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"60,5 h";"52,5 Milers d'euros"
"CS23626";27;" Government";203488;9;" Single";"Husband";" Blue-Collar";" Black";" Male";0;0;"40 h";"46,95 Milers d'euros"
"CS23627";32;" Private";172091;13;" Single";"Unmarried";" Professional";" White";" Male";0;0;"40,5 h";"50370 euros"
"CS23628";72;" Self-Employed";113364;10;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"74,5 h";"53,97 Milers d'euros"
"CS23629";43;" Government";139889;8;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"59,51 Milers d'euros"
"CS23630";32;" Private";301638;12;" Divorced";"Husband";" Professional";" Black";" Female";0;1579;"35,5 h";"42,09 Milers d'euros"
"CS23631";53;" Private";110279;10;" Separated";"Unmarried";" White-Collar";" White";" Male";0;0;"40,5 h";"52,01 Milers d'euros"
"CS23632";18;" Private";242859;8;" Single";"Own-child";" Service";" White";" Male";0;0;"10 h";"46,42 Milers d'euros"
"CS23633";38;" Private";132986;6;" Widowed";"Own-child";" Blue-Collar";" Black";" Male";0;0;"40 h";"44,55 Milers d'euros"
"CS23634";41;" Government";254439;11;" Divorced";"Unmarried";" White-Collar";" Black";" Female";114;0;"40,5 h";"49,34 Milers d'euros"
"CS23635";29;" Private";187462;9;" Single";"Own-child";" Blue-Collar";" White";" Male";0;0;"45,5 h";"50,09 Milers d'euros"
"CS23636";70;" Other/Unknown";264961;10;" Married";"Own-child";" Other/Unknown";" White";" Male";0;0;"4 h";"47,83 Milers d'euros"
"CS23637";46;" Self-Employed";148065;13;" Widowed";"Husband";" White-Collar";" White";" Female";0;0;"50 h";"45,78 Milers d'euros"
"CS23638";47;" Private";200949;10;" Married";"Not-in-family";" White-Collar";" White";" Female";0;0;"40 h";"48,56 Milers d'euros"
"CS23639";56;" Government";47247;10;" Married";"Wife";" White-Collar";" White";" Female";0;0;"15 h";"50,79 Milers d'euros"
"CS23640";28;" Private";571017;9;" Married";"Wife";" Blue-Collar";" Black";" Male";0;0;"40 h";"44,53 Milers d'euros"
"CS23641";55;" Government";416577;15;" Married";"Husband";" Professional";" White";" Male";2829;0;"40 h";"57,31 Milers d'euros"
"CS23642";50;" Government";296991;13;" Married";"Husband";" Professional";" White";" Male";15024;0;"40,5 h";"60,81 Milers d'euros"
"CS23643";47;" Private";45961;7;" Divorced";"Not-in-family";" White-Collar";" White";" Female";6849;0;"40,5 h";"45,69 Milers d'euros"
"CS23644";42;" Self-Employed";302711;9;" Married";"Unmarried";" White-Collar";" White";" Male";0;0;"40,5 h";"52 Milers d'euros"
"CS23645";22;" Private";50356;10;" Single";"Husband";" Blue-Collar";" White";" Male";0;0;"25,5 h";"50,9 Milers d'euros"
"CS23646";42;" Private";199336;3;" Married";"Own-child";" Service";" White";" Male";0;0;"44 h";"51,27 Milers d'euros"
"CS23647";42;" Government";341178;10;" Divorced";"Husband";" White-Collar";" Asian-Pac-Islander";" Female";0;0;"40 h";"49,72 Milers d'euros"
"CS23648";46;" Private";70240;9;" Divorced";"Unmarried";" White-Collar";" White";" Female";0;0;"40 h";"44,08 Milers d'euros"
"CS23649";45;" Private";229394;10;" Married";"Not-in-family";" Sales";" Black";" Male";0;0;"99,5 h";"47,21 Milers d'euros"
"CS23650";55;" Private";390368;9;" Married";"Husband";" White-Collar";" Asian-Pac-Islander";" Male";15024;0;"55 h";"51,3 Milers d'euros"
"CS23651";57;" Private";82098;13;" Married";"Husband";" Service";" White";" Male";0;0;"40,5 h";"53,26 Milers d'euros"
"CS23652";25;" Private";170411;8;" Single";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"52,07 Milers d'euros"
"CS23654";43;" Private";109532;9;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"30 h";"59300 euros"
"CS23654";34;" Self-Employed";142682;13;" Divorced";"Husband";" Blue-Collar";" White";" Male";0;0;"60,5 h";"50,69 Milers d'euros"
"CS23655";NA;NA;127651;NA;" Divorced";NA;NA;NA;" Female";0;0;"40,5 h";"NA Milers d'euros"
"CS23656";25;" Private";236472;9;" Single";"Other-relative";" Blue-Collar";" White";" Female";0;0;"40,5 h";"39,14 Milers d'euros"
"CS23657";37;" Private";176047;10;" Single";"Own-child";" White-Collar";" White";" Female";2176;0;"40,5 h";"43,23 Milers d'euros"
"CS23658";48;" Private";111499;10;" Divorced";"Not-in-family";" Sales";" White";" Male";0;0;"45,5 h";"49,86 Milers d'euros"
"CS23659";38;" Private";425199;9;" Married";"Unmarried";" Service";" White";" Male";0;0;"45 h";"52,27 Milers d'euros"
"CS23660";17;" Private";229009;6;" Single";"Husband";" Blue-Collar";" White";" Male";0;0;"30 h";"47,71 Milers d'euros"
"CS23661";70;" Private";232713;11;" Married";"Not-in-family";" Blue-Collar";" White";" Male";594;0;"50,5 h";"55,32 Milers d'euros"
"CS23662";37;" Private";141742;9;" Divorced";"Husband";" White-Collar";" White";" Female";9386;0;"37 h";"46,73 Milers d'euros"
"CS23663";45;" Private";234807;9;" Married";"Unmarried";" Blue-Collar";" White";" Male";0;0;"46,5 h";"51,8 Milers d'euros"
"CS23664";56;" Private";738812;9;" Married";"Husband";" Sales";" White";" Male";0;0;"55 h";"52,65 Milers d'euros"
"CS23665";64;" Private";204816;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"54,3 Milers d'euros"
"CS23666";35;" Government";342494;10;" Divorced";"Husband";" White-Collar";" White";" Female";0;0;"38 h";"43,71 Milers d'euros"
"CS23667";23;" Private";226311;9;" Single";"Own-child";" Sales";" White";" Male";0;0;"40 h";"48,76 Milers d'euros"
"CS23668";42;" Government";143062;9;" Married";"Own-child";" Service";" White";" Male";0;0;"90 h";"58,87 Milers d'euros"
"CS23669";23;" Private";125155;10;" Single";"Husband";" Blue-Collar";" White";" Male";0;0;"30,5 h";"52,33 Milers d'euros"
"CS23670";26;" Other/Unknown";329925;10;" Single";"Own-child";" Other/Unknown";" White";" Male";0;0;"12,5 h";"46,04 Milers d'euros"
"CS23671";56;" Government";208994;9;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"40,5 h";"61,48 Milers d'euros"
"CS23672";41;" Private";212864;13;" Married";"Husband";" Professional";" White";" Male";0;0;"40 h";"56,31 Milers d'euros"
"CS23673";47;" Self-Employed";214242;3;" Married";"Husband";" Sales";" White";" Male";0;1887;"50 h";"49,98 Milers d'euros"
"CS23674";21;" Private";191175;10;" Single";"Husband";" Blue-Collar";" White";" Male";0;2179;"40,5 h";"50,32 Milers d'euros"
"CS23675";29;" Private";118693;9;" Single";"Own-child";" Blue-Collar";" Black";" Male";0;0;"40 h";"40,4 Milers d'euros"
"CS23676";32;" Government";253593;10;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"50,5 h";"61,61 Milers d'euros"
"CS23677";72;" Private";206051;5;" Widowed";"Own-child";" Service";" Black";" Female";0;0;"20 h";"38,19 Milers d'euros"
"CS23678";69;" Self-Employed";497280;15;" Married";"Unmarried";" Professional";" White";" Male";0;0;"40 h";"51,38 Milers d'euros"
"CS23679";19;" Private";240562;10;" Single";"Husband";" White-Collar";" White";" Male";99999;0;"25 h";"53,04 Milers d'euros"
"CS23680";25;" Government";140985;13;" Single";"Other-relative";" Blue-Collar";" White";" Male";0;0;"25,5 h";"56,28 Milers d'euros"
"CS23681";56;" Private";191921;10;" Married";"Own-child";" Sales";" White";" Male";0;0;"50 h";"53,25 Milers d'euros"
"CS23682";42;" Private";204049;14;" Single";"Husband";" Professional";" White";" Female";0;1848;"50 h";"44,83 Milers d'euros"
"CS23683";58;" Private";331651;13;" Divorced";"Not-in-family";" White-Collar";" White";" Female";8614;0;"35,5 h";"46,61 Milers d'euros"
"CS23684";24;" Private";142158;13;" Single";"Unmarried";" Service";" White";" Male";0;0;"40,5 h";"47,19 Milers d'euros"
"CS23685";41;" Private";249046;11;" Married";"Own-child";" Service";" White";" Female";0;0;"38,5 h";"44,14 Milers d'euros"
"CS23686";40;" Private";213019;6;" Married";"Wife";" White-Collar";" White";" Male";0;0;"40,5 h";"55,51 Milers d'euros"
"CS23687";37;" Private";199599;9;" Married";"Husband";" Service";" White";" Male";0;0;"45,5 h";"50,03 Milers d'euros"
"CS23688";25;" Private";186191;12;" Divorced";"Husband";" White-Collar";" White";" Female";0;0;"40 h";"42,8 Milers d'euros"
"CS23689";43;" Self-Employed";28008;13;" Married";"Unmarried";" Sales";" Asian-Pac-Islander";" Female";0;0;"40 h";"39,23 Milers d'euros"
"CS23690";36;" Private";82488;9;" Single";"Own-child";" Blue-Collar";" White";" Male";0;0;"40,5 h";"48,15 Milers d'euros"
"CS23691";41;" Private";117073;9;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"40,5 h";"54,14 Milers d'euros"
"CS23692";31;" Private";325786;13;" Single";"Husband";" Professional";" White";" Female";0;0;"40 h";"40,59 Milers d'euros"
"CS23693";22;" Private";37546;9;" Single";"Not-in-family";" White-Collar";" White";" Female";0;0;"40,5 h";"41,55 Milers d'euros"
"CS23694";36;" Private";204226;11;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"40,5 h";"60,24 Milers d'euros"
"CS23695";42;" Private";133299;6;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"55,58 Milers d'euros"
"CS23696";29;" Private";29702;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"60,5 h";"53,19 Milers d'euros"
"CS23697";25;" Private";307812;9;" Single";"Husband";" White-Collar";" White";" Female";0;0;"46,5 h";"41,18 Milers d'euros"
"CS23698";23;" Private";174545;13;" Single";"Unmarried";" White-Collar";" White";" Male";0;0;"40,5 h";"54,78 Milers d'euros"
"CS23699";34;" Private";233472;9;" Separated";"Not-in-family";" Sales";" Black";" Female";0;0;"20 h";"37,27 Milers d'euros"
"CS23700";27;" Private";184147;9;" Married";"Unmarried";" White-Collar";" White";" Male";0;0;"45,5 h";"58 Milers d'euros"
"CS23701";32;" Private";198188;13;" Married";"Husband";" Sales";" Black";" Male";2580;0;"50 h";"44,67 Milers d'euros"
"CS23702";33;" Private";447066;10;" Married";"Husband";" Professional";" White";" Male";15024;0;"40 h";"47,01 Milers d'euros"
"CS23703";38;" Private";200246;13;" Divorced";"Not-in-family";" White-Collar";" White";" Female";0;0;"55,5 h";"44,1 Milers d'euros"
"CS23704";21;" Private";166585;10;" Single";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"30,5 h";"47,42 Milers d'euros"
"CS23705";39;" Private";335570;11;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"40,5 h";"55,78 Milers d'euros"
"CS23706";50;" Private";53569;13;" Married";"Husband";" White-Collar";" White";" Male";0;0;"40 h";"61,37 Milers d'euros"
"CS23707";32;" Private";167065;10;" Single";"Husband";" White-Collar";" White";" Male";0;0;"30,5 h";"52,02 Milers d'euros"
"CS23708";40;" Government";113364;9;" Married";"Not-in-family";" White-Collar";" White";" Male";0;0;"40 h";"60,87 Milers d'euros"
"CS23709";58;" Government";219266;10;" Married";"Husband";" White-Collar";" White";" Male";0;0;"40,5 h";"60,22 Milers d'euros"
"CS23710";20;" Private";200042;9;" Single";"Husband";" White-Collar";" White";" Female";15024;0;"20,5 h";"43,06 Milers d'euros"
"CS23711";63;" Other/Unknown";205975;9;" Divorced";"Own-child";" Other/Unknown";" White";" Female";0;0;"40 h";"36,95 Milers d'euros"
"CS23712";56;" Private";234083;13;" Married";"Not-in-family";" White-Collar";" White";" Male";0;2205;"50 h";"59490 euros"
"CS23713";30;" Government";65325;13;" Married";"Husband";" Service";" White";" Male";0;0;"40 h";"56,41 Milers d'euros"
"CS23714";39;" Private";194740;10;" Divorced";"Husband";" White-Collar";" White";" Female";0;0;"39 h";"42,79 Milers d'euros"
"CS23715";25;" Private";99065;12;" Single";"Unmarried";" Professional";" White";" Male";0;0;"50,5 h";"53,91 Milers d'euros"
"CS23716";33;" Private";212793;9;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40,5 h";"56,61 Milers d'euros"
"CS23717";41;" Government";112941;13;" Single";"Husband";" Professional";" White";" Male";0;0;"40,5 h";"53,03 Milers d'euros"
"CS23718";50;" Private";187322;10;" Divorced";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40,5 h";"51,16 Milers d'euros"
"CS23719";44;" Private";283676;10;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40,5 h";"58,55 Milers d'euros"
"CS23720";27;" Private";173682;13;" Single";"Husband";" White-Collar";" White";" Male";0;0;"40,5 h";"55,71 Milers d'euros"
"CS23721";27;" Private";168470;13;" Single";"Not-in-family";" Professional";" Asian-Pac-Islander";" Male";0;0;"40 h";"38,33 Milers d'euros"
"CS23722";58;" Private";186454;3;" Married";"Not-in-family";" Blue-Collar";" White";" Male";13550;0;"40 h";"52,37 Milers d'euros"
"CS23723";25;" Private";141807;10;" Single";"Husband";" Service";" White";" Male";0;0;"15 h";"45,79 Milers d'euros"
"CS23724";31;" Private";245628;9;" Married";"Own-child";" Blue-Collar";" Amer-Indian-Eskimo";" Female";0;0;"40,5 h";"43,5 Milers d'euros"
"CS23725";39;" Private";264864;9;" Married";"Wife";" White-Collar";" White";" Male";0;0;"50 h";"57,59 Milers d'euros"
"CS23726";55;" Private";262841;11;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"54,91 Milers d'euros"
"CS23727";22;" Private";37438;11;" Single";"Husband";" Service";" White";" Female";0;0;"12,5 h";"37,86 Milers d'euros"
"CS23728";44;" Private";170800;12;" Separated";"Own-child";" White-Collar";" White";" Male";0;0;"40 h";"51,77 Milers d'euros"
"CS23729";41;" Other/Unknown";152150;11;" Married";"Not-in-family";" Other/Unknown";" White";" Female";0;0;"5,5 h";"39,67 Milers d'euros"
"CS23730";44;" Private";211873;8;" Divorced";"Wife";" Blue-Collar";" White";" Female";0;1628;"40 h";"43,22 Milers d'euros"
"CS23731";61;" Private";159580;4;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"54 h";"56,4 Milers d'euros"
"CS23732";32;" Private";477209;11;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"56,8 Milers d'euros"
"CS23733";35;" Private";70985;13;" Married";"Husband";" White-Collar";" White";" Male";0;0;"45 h";"59,13 Milers d'euros"
"CS23734";28;" Private";241998;10;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"56,52 Milers d'euros"
"CS23735";57;" Private";249541;13;" Married";"Husband";" White-Collar";" Asian-Pac-Islander";" Male";0;0;"40,5 h";"47,08 Milers d'euros"
"CS23736";32;" Private";135339;16;" Married";"Husband";" Professional";" White";" Male";0;0;"65,5 h";"56,08 Milers d'euros"
"CS23737";46;" Government";44675;4;" Single";"Husband";" Service";" Black";" Female";0;0;"40 h";"44,62 Milers d'euros"
"CS23738";26;" Self-Employed";247992;9;" Married";"Not-in-family";" Service";" White";" Female";0;0;"20 h";"38,97 Milers d'euros"
"CS23739";43;" Self-Employed";221626;9;" Married";"Wife";" Blue-Collar";" White";" Male";0;1579;"40 h";"49690 euros"
"CS23740";62;" Government";48087;9;" Divorced";"Husband";" Service";" White";" Female";0;0;"35 h";"42,93 Milers d'euros"
"CS23741";60;" Government";114045;14;" Married";"Not-in-family";" Professional";" Asian-Pac-Islander";" Male";0;0;"38,5 h";"52,54 Milers d'euros"
"CS23742";67;" Private";69251;9;" Divorced";"Husband";" Sales";" White";" Female";0;0;"20,5 h";"38,48 Milers d'euros"
"CS23743";19;" Private";192670;9;" Single";"Not-in-family";" Sales";" Black";" Female";0;0;"30,5 h";"39,74 Milers d'euros"
"CS23744";55;" Other/Unknown";268392;9;" Single";"Unmarried";" Other/Unknown";" White";" Female";0;0;"40 h";"34,82 Milers d'euros"
"CS23745";48;" Private";170994;6;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"65 h";"56,27 Milers d'euros"
"CS23746";19;" Government";431513;9;" Single";"Husband";" White-Collar";" White";" Female";0;0;"20 h";"46,17 Milers d'euros"
"CS23747";19;" Private";37332;10;" Single";"Not-in-family";" Service";" White";" Female";0;0;"30 h";"36,83 Milers d'euros"
"CS23748";43;" Private";35865;9;" Divorced";"Not-in-family";" White-Collar";" White";" Female";0;0;"40,5 h";"42,77 Milers d'euros"
"CS23749";31;" Private";183891;16;" Married";"Unmarried";" Professional";" White";" Female";0;0;"90,5 h";"45,34 Milers d'euros"
"CS23750";65;" Private";150309;10;" Married";"Wife";" White-Collar";" White";" Female";0;0;"45 h";"47,64 Milers d'euros"
"CS23751";32;" Private";93318;9;" Single";"Wife";" Blue-Collar";" White";" Female";0;0;"40,5 h";"39,32 Milers d'euros"
"CS23752";36;" Government";171814;14;" Married";"Not-in-family";" Professional";" White";" Male";0;0;"40 h";"60,15 Milers d'euros"
"CS23753";41;" Private";183735;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"55,12 Milers d'euros"
"CS23754";33;" Government";353541;10;" Married";"Husband";" Service";" White";" Male";0;0;"40,5 h";"58,83 Milers d'euros"
"CS23755";72;" Other/Unknown";152351;6;" Divorced";"Husband";" Other/Unknown";" White";" Male";3908;0;"12,5 h";"45,71 Milers d'euros"
"CS23756";34;" Private";271352;13;" Married";"Not-in-family";" Sales";" White";" Male";0;0;"50 h";"51,2 Milers d'euros"
"CS23757";27;" Private";345705;10;" Single";"Husband";" Blue-Collar";" White";" Male";0;1977;"45,5 h";"51,69 Milers d'euros"
"CS23758";75;" Self-Employed";223751;7;" Single";"Not-in-family";" White-Collar";" White";" Male";0;0;"50,5 h";"50,36 Milers d'euros"
"CS23759";39;" Other/Unknown";164570;6;" Widowed";"Not-in-family";" Other/Unknown";" White";" Female";0;0;"15,5 h";"35,18 Milers d'euros"
"CS23760";51;" Private";281363;9;" Married";"Unmarried";" Blue-Collar";" White";" Male";0;0;"40 h";"58,44 Milers d'euros"
"CS23761";47;" Private";110747;9;" Married";"Husband";" Blue-Collar";" White";" Male";0;1887;"40 h";"53,65 Milers d'euros"
"CS23762";31;" Private";34458;10;" Single";"Husband";" Professional";" White";" Male";0;0;"40,5 h";"48000 euros"
"CS23763";40;" Private";254293;14;" Single";"Not-in-family";" White-Collar";" White";" Female";0;0;"40,5 h";"42,95 Milers d'euros"
"CS23764";48;" Private";270147;9;" Divorced";"Not-in-family";" Sales";" White";" Female";0;0;"30 h";"41,09 Milers d'euros"
"CS23765";36;" Government";195491;13;" Single";"Not-in-family";" Service";" Black";" Male";0;0;"40 h";"46,45 Milers d'euros"
"CS23766";18;" Private";255454;9;" Single";"Not-in-family";" Service";" White";" Male";0;0;"20 h";"51,16 Milers d'euros"
"CS23767";33;" Private";126125;9;" Single";"Own-child";" White-Collar";" White";" Female";0;0;"40,5 h";"45,05 Milers d'euros"
"CS23768";34;" Private";618191;14;" Married";"Not-in-family";" Sales";" White";" Male";0;0;"40,5 h";"54,89 Milers d'euros"
"CS23769";51;" Private";163110;10;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"48 h";"56,41 Milers d'euros"
"CS23770";39;" Government";145409;12;" Divorced";"Husband";" Professional";" White";" Female";3103;0;"40,5 h";"48,29 Milers d'euros"
"CS23771";20;" Private";235379;9;" Single";"Not-in-family";" Service";" White";" Male";0;0;"35 h";"50,23 Milers d'euros"
"CS23772";67;" Government";55465;10;" Divorced";"Own-child";" White-Collar";" Black";" Female";0;0;"20 h";"48,57 Milers d'euros"
"CS23773";42;" Private";181220;11;" Single";"Not-in-family";" White-Collar";" White";" Female";0;0;"60 h";"40,11 Milers d'euros"
"CS23774";59;" Private";26672;7;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40,5 h";"52,37 Milers d'euros"
"CS23775";31;" Government";98361;9;" Single";"Husband";" Service";" Black";" Male";0;0;"40 h";"41,74 Milers d'euros"
"CS23776";19;" Private";219883;10;" Single";"Not-in-family";" Service";" Black";" Female";0;0;"30 h";"37,18 Milers d'euros"
"CS23777";47;" Private";376683;10;" Divorced";"Unmarried";" White-Collar";" White";" Female";2036;0;"48,5 h";"46,79 Milers d'euros"
"CS23778";68;" Private";33865;4;" Married";"Not-in-family";" Service";" White";" Male";0;0;"30 h";"51,51 Milers d'euros"
"CS23779";30;" Private";168794;10;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40 h";"52,25 Milers d'euros"
"CS23780";34;" Private";94245;9;" Single";"Husband";" Blue-Collar";" White";" Male";0;0;"60,5 h";"52,04 Milers d'euros"
"CS23781";49;" Private";34572;4;" Married";"Not-in-family";" Blue-Collar";" White";" Male";0;0;"40,5 h";"55,45 Milers d'euros"
"CS23782";38;" Private";348751;10;" Married";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"54,99 Milers d'euros"
"CS23783";60;" Private";65382;10;" Married";"Husband";" Sales";" White";" Male";0;0;"40 h";"53,86 Milers d'euros"
"CS23784";51;" Private";116707;10;" Married";"Husband";" Sales";" White";" Male";7298;0;"40,5 h";"53,87 Milers d'euros"
"CS23785";24;" Private";178054;13;" Single";"Husband";" White-Collar";" White";" Male";0;0;"40 h";"52,25 Milers d'euros"
"CS23786";18;" Private";140001;10;" Single";"Not-in-family";" Blue-Collar";" Black";" Female";0;0;"35,5 h";"40,53 Milers d'euros"
"CS23787";24;" Private";166889;13;" Single";"Own-child";" White-Collar";" White";" Female";0;1602;"40,5 h";"41,51 Milers d'euros"
"CS23788";21;" Private";117789;3;" Married";"Own-child";" Service";" White";" Male";0;0;"40 h";"49,9 Milers d'euros"
"CS23789";48;" Government";238917;9;" Married";"Husband";" Service";" White";" Female";0;0;"40,5 h";"46,29 Milers d'euros"
"CS23790";52;" Government";242923;5;" Married";"Wife";" Service";" White";" Female";0;1848;"40,5 h";"45,04 Milers d'euros"
"CS23791";48;" Private";330799;9;" Divorced";"Wife";" Blue-Collar";" White";" Male";0;0;"40,5 h";"54,83 Milers d'euros"
"CS23792";40;" Government";209460;13;" Married";"Not-in-family";" Professional";" White";" Male";0;0;"66 h";"63,49 Milers d'euros"
"CS23793";29;" Other/Unknown";75313;7;" Divorced";"Husband";" Other/Unknown";" White";" Female";7688;0;"48 h";"35,35 Milers d'euros"
"CS23794";20;" Private";339100;10;" Single";"Not-in-family";" Service";" White";" Female";3418;0;"20 h";"37,8 Milers d'euros"
"CS23795";31;" Private";184779;9;" Divorced";"Own-child";" Sales";" White";" Female";0;0;"25,5 h";"40,89 Milers d'euros"
"CS23796";30;" Private";139000;10;" Married";"Unmarried";" White-Collar";" White";" Male";0;0;"50,5 h";"55,5 Milers d'euros"
"CS23797";30;" Private";361742;9;" Single";"Husband";" Blue-Collar";" White";" Male";0;0;"40,5 h";"49,81 Milers d'euros"
"CS23798";51;" Private";260782;9;" Single";"Unmarried";" Blue-Collar";" White";" Female";0;0;"40 h";"40,26 Milers d'euros"
"CS23799";29;" Private";203435;11;" Divorced";"Own-child";" White-Collar";" White";" Female";0;0;"40,5 h";"43,25 Milers d'euros"
"CS23800";56;" Self-Employed";100579;14;" Single";"Not-in-family";" Sales";" White";" Male";0;0;"16,5 h";"48,14 Milers d'euros"
"CS23801";46;" Private";356067;13;" Separated";"Not-in-family";" Service";" White";" Female";0;0;"40,5 h";"38,73 Milers d'euros"
"CS23802";41;" Private";87250;10;" Separated";"Unmarried";" Professional";" White";" Female";0;0;"40 h";"36,78 Milers d'euros"
"CS23803";29;" Private";264663;3;" Single";"Own-child";" Service";" White";" Female";0;3900;"40,5 h";"34,91 Milers d'euros"
"CS23804";48;" Self-Employed";255817;9;" Married";"Other-relative";" White-Collar";" Asian-Pac-Islander";" Male";0;0;"30,5 h";"48,29 Milers d'euros"
"CS23805";34;" Self-Employed";243631;9;" Divorced";"Husband";" Sales";" White";" Female";0;0;"50 h";"37,68 Milers d'euros"
"CS23806";42;" Self-Employed";544268;11;" Married";"Not-in-family";" White-Collar";" White";" Male";0;0;"50,5 h";"52,06 Milers d'euros"
"CS23807";25;" Private";98061;9;" Single";"Husband";" Service";" White";" Female";0;0;"30,5 h";"37,19 Milers d'euros"
"CS23808";47;" Private";95691;7;" Divorced";"Unmarried";" Service";" Black";" Female";0;0;"40 h";"38,17 Milers d'euros"
"CS23809";23;" Private";145868;9;" Single";"Unmarried";" Sales";" White";" Male";0;0;"40 h";"48,76 Milers d'euros"
"CS23810";43;" Government";65038;11;" Married";"Own-child";" Blue-Collar";" White";" Male";0;0;"22 h";"58,95 Milers d'euros"
"CS23811";19;" Government";227734;10;" Single";"Husband";" Service";" Black";" Female";0;0;"35 h";"39,57 Milers d'euros"
"CS23812";22;" Private";176831;9;" Single";"Own-child";" Blue-Collar";" White";" Male";0;0;"40 h";"51,33 Milers d'euros"
"CS23813";40;" Government";211678;13;" Divorced";"Own-child";" Professional";" White";" Female";0;0;"70 h";"49,79 Milers d'euros"
"CS23814";41;" Self-Employed";157240;11;" Married";"Unmarried";" Blue-Collar";" White";" Male";0;0;"40 h";"53,23 Milers d'euros"
"CS23815";71;" Self-Employed";145441;13;" Married";"Husband";" White-Collar";" White";" Male";0;0;"60,5 h";"59,06 Milers d'euros"
"CS23816";42;" Private";66624;9;" Married";"Husband";" White-Collar";" White";" Male";0;2392;"45,5 h";"57,84 Milers d'euros"
