"CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","gender","hours_per_week","income","education_cat"
"CS24232",67,"Other/Unknown",4,"D","Own-child","Other/Unknown","White","m",3.5,44.59,"Primaria"
"CS24233",28,"Private",9,"M","Not-in-family","White-Collar","White","m",40,57.02,"Secundaria"
"CS24234",23,"Private",10,"S","Husband","Service","White","f",25.5,35.31,"Universitaria"
"CS24235",33,"Private",9,"M","Unmarried","Service","Black","m",35,43.75,"Secundaria"
"CS24236",37,"Private",11,"M","Husband","Service","White","m",43,53.63,"Universitaria"
"CS24237",19,"Private",10,"S","Husband","White-Collar","White","f",40.5,40.29,"Universitaria"
"CS24238",76,"Other/Unknown",2,"W","Own-child","Other/Unknown","Black","f",40,34.13,"Primaria"
"CS24239",35,"Private",7,"M","Not-in-family","Blue-Collar","White","m",40.5,49.36,"Secundaria"
"CS24240",62,"Private",4,"D","Husband","Service","White","f",38,40.65,"Primaria"
"CS24241",20,"Other/Unknown",10,"S","Unmarried","Other/Unknown","White","f",15.5,36.35,"Universitaria"
"CS24242",25,"Private",9,"S","Own-child","Service","White","m",40,47.91,"Secundaria"
"CS24243",21,"Private",9,"S","Not-in-family","Blue-Collar","White","m",40.5,44.07,"Secundaria"
"CS24244",32,"Private",10,"S","Other-relative","Service","White","m",35.5,48.6,"Universitaria"
"CS24245",32,"Government",13,"M","Own-child","Professional","White","f",45,48.78,"Universitaria"
"CS24246",70,"Government",9,"W","Wife","White-Collar","White","f",12.5,50.23,"Secundaria"
"CS24247",65,"Other/Unknown",6,"M","Not-in-family","Other/Unknown","White","m",50.5,46.73,"Primaria"
"CS24248",57,"Private",7,"M","Husband","Blue-Collar","White","m",40,52.84,"Secundaria"
"CS24249",31,"Private",10,"S","Husband","Blue-Collar","White","m",40,52.94,"Universitaria"
"CS24250",37,"Private",13,"M","Not-in-family","White-Collar","White","m",60.5,60.67,"Universitaria"
"CS24251",34,"Private",9,"D","Husband","Service","White","f",36,40.33,"Secundaria"
"CS24252",26,"Self-Employed",10,"M","Unmarried","Blue-Collar","White","m",78.5,46.56,"Universitaria"
"CS24253",44,"Private",10,"M","Husband","Sales","White","m",48.5,52.34,"Universitaria"
"CS24254",66,"Private",4,"M","Husband","Blue-Collar","White","m",40.5,50.78,"Primaria"
"CS24255",39,"Government",9,"D","Husband","Blue-Collar","White","f",40.5,49.42,"Secundaria"
"CS24256",31,"Private",9,"M","Unmarried","Blue-Collar","White","m",40,55.12,"Secundaria"
"CS24257",53,"Private",11,"M","Husband","Service","White","m",40,52.39,"Universitaria"
"CS24258",36,"Private",9,"M","Husband","Blue-Collar","White","f",50.5,44.15,"Secundaria"
"CS24259",61,"Private",5,"M","Wife","Blue-Collar","White","m",40.5,54.39,"Primaria"
"CS24260",43,"Private",13,"M","Husband","Sales","White","m",40.5,56.59,"Universitaria"
"CS24261",38,"Private",10,"M","Husband","White-Collar","White","m",40,56.9,"Universitaria"
"CS24262",26,"Private",9,"S","Husband","White-Collar","White","m",50,53.96,"Secundaria"
"CS24263",27,"Private",9,"M","Not-in-family","Blue-Collar","Amer-Indian-Eskimo","m",8,44.26,"Secundaria"
"CS24264",58,"Government",5,"D","Husband","Service","White","f",40.5,43.19,"Primaria"
"CS24265",37,"Government",9,"D","Not-in-family","White-Collar","White","f",12,46.12,"Secundaria"
"CS24266",56,"Private",4,"M","Unmarried","Blue-Collar","White","m",26.5,54.06,"Primaria"
"CS24267",36,"Private",10,"X","Husband","White-Collar","White","m",60.5,54.79,"Universitaria"
"CS24268",29,"Private",9,"S","Not-in-family","Blue-Collar","Black","m",40,43.22,"Secundaria"
"CS24269",28,"Private",6,"S","Not-in-family","Blue-Collar","White","m",30,46.25,"Primaria"
"CS24270",61,"Self-Employed",16,"M","Unmarried","Professional","White","m",40.5,50.88,"Postuniversitaria"
"CS24271",66,"Self-Employed",5,"M","Husband","Blue-Collar","White","m",25.5,48.09,"Primaria"
"CS24272",31,"Private",10,"M","Husband","Blue-Collar","White","m",50.5,56.39,"Universitaria"
"CS24273",21,"Private",12,"S","Husband","Service","White","f",40.5,37.44,"Universitaria"
"CS24274",67,"Self-Employed",9,"M","Own-child","Blue-Collar","White","m",58.5,55.64,"Secundaria"
"CS24275",26,"Private",9,"W","Husband","Blue-Collar","White","m",40,51.92,"Secundaria"
"CS24276",21,"Private",10,"S","Not-in-family","Blue-Collar","White","m",50.5,49.51,"Universitaria"
"CS24277",33,"Private",9,"M","Not-in-family","Blue-Collar","White","m",40.5,54.4,"Secundaria"
"CS24278",33,"Private",9,"D","Husband","Service","White","f",32.5,39.95,"Secundaria"
"CS24279",59,"Government",13,"M","Unmarried","White-Collar","White","m",50.5,60.11,"Universitaria"
"CS24280",76,"Self-Employed",4,"M","Husband","Blue-Collar","White","m",50,51.62,"Primaria"
"CS24281",34,"Government",16,"M","Husband","Professional","White","f",50.5,50.24,"Postuniversitaria"
"CS24282",29,"Private",13,"M","Wife","White-Collar","White","m",50.5,60.39,"Universitaria"
"CS24283",19,"Private",10,"D","Husband","Service","White","f",40,36.59,"Universitaria"
"CS24284",57,"Self-Employed",9,"M","Own-child","White-Collar","White","m",1.5,53.57,"Secundaria"
"CS24285",41,"Private",10,"M","Husband","White-Collar","White","m",50.5,58.87,"Universitaria"
"CS24286",55,"Private",6,"M","Husband","Service","Black","m",40,42.82,"Primaria"
"CS24287",27,"Private",10,"S","Husband","Blue-Collar","Black","m",40.5,39.26,"Universitaria"
"CS24288",33,"Private",9,"S","Not-in-family","Blue-Collar","White","m",45.5,53.64,"Secundaria"
"CS24289",43,"Government",10,"D","Not-in-family","White-Collar","Black","m",50,51.46,"Universitaria"
"CS24290",72,"Government",10,"W","Not-in-family","Service","White","f",16.5,44.73,"Universitaria"
"CS24291",68,"Self-Employed",9,"M","Not-in-family","Sales","White","m",40.5,47.39,"Secundaria"
"CS24292",29,"Private",9,"X","Husband","White-Collar","White","f",40.5,42.7,"Secundaria"
"CS24293",41,"Private",13,"M","Own-child","Professional","White","m",60,53.6,"Universitaria"
"CS24294",30,"Private",9,"M","Husband","Service","White","m",40,55.13,"Secundaria"
"CS24295",31,"Private",13,"D","Husband","Service","Asian-Pac-Islander","m",70.5,38.42,"Universitaria"
"CS24296",54,"Private",3,"M","Not-in-family","Service","Black","f",30,37.28,"Primaria"
"CS24297",32,"Private",12,"X","Unmarried","White-Collar","White","f",50.5,45.09,"Universitaria"
"CS24298",56,"Private",9,"W","Unmarried","Sales","White","f",40,39.29,"Secundaria"
"CS24299",39,"Other/Unknown",13,"M","Not-in-family","Other/Unknown","White","f",6.5,36.75,"Universitaria"
"CS24300",41,"Government",11,"M","Wife","Professional","White","m",35.5,58.61,"Universitaria"
"CS24301",48,"Private",9,"D","Husband","White-Collar","White","f",40.5,44.24,"Secundaria"
"CS24302",66,"Self-Employed",4,"M","Not-in-family","Blue-Collar","White","m",48.5,54.69,"Primaria"
"CS24303",25,"Self-Employed",13,"S","Husband","Sales","White","f",50.5,37.63,"Universitaria"
"CS24304",31,"Private",9,"M","Not-in-family","Blue-Collar","White","m",40,53.42,"Secundaria"
"CS24305",32,"Private",12,"D","Husband","Sales","White","m",48.5,50.71,"Universitaria"
"CS24306",51,"Private",13,"M","Not-in-family","White-Collar","White","m",40,59.15,"Universitaria"
"CS24307",42,"Private",9,"S","Husband","White-Collar","Black","f",40.5,41.81,"Secundaria"
"CS24308",22,"Other/Unknown",10,"S","Other-relative","Other/Unknown","Black","f",35.5,35.64,"Universitaria"
"CS24309",31,"Private",15,"M","Not-in-family","Professional","White","m",60,56.22,"Postuniversitaria"
"CS24310",43,"Self-Employed",9,"M","Husband","White-Collar","White","f",40.5,44.3,"Secundaria"
"CS24311",42,"Private",10,"S","Wife","Blue-Collar","Black","f",40.5,46.27,"Universitaria"
"CS24312",20,"Government",9,"S","Unmarried","Service","Other","m",40,41.93,"Secundaria"
"CS24313",40,"Private",13,"M","Other-relative","Professional","White","m",40,57.43,"Universitaria"
"CS24314",65,"Private",9,"W","Husband","White-Collar","White","f",20,46.46,"Secundaria"
"CS24315",53,"Private",13,"M","Not-in-family","Professional","White","m",52,52.62,"Universitaria"
"CS24316",56,"Private",10,"M","Husband","Blue-Collar","White","m",60.5,58.5,"Universitaria"
"CS24317",51,"Government",16,"M","Husband","White-Collar","White","m",55,64.25,"Postuniversitaria"
"CS24318",38,"Other/Unknown",9,"M","Husband","Other/Unknown","White","m",40,47.66,"Secundaria"
"CS24319",44,"Private",14,"M","Husband","White-Collar","White","m",50.5,58.6,"Postuniversitaria"
"CS24320",49,"Self-Employed",9,"M","Husband","White-Collar","White","m",60.5,58.73,"Secundaria"
"CS24321",47,"Private",9,"D","Husband","Blue-Collar","Black","m",44,47.65,"Secundaria"
"CS24322",22,"Private",12,"M","Not-in-family","Professional","White","f",40,40.19,"Universitaria"
"CS24323",53,"Private",10,"X","Wife","Blue-Collar","White","m",45.5,48.97,"Universitaria"
"CS24324",41,"Government",10,"D","Not-in-family","Service","White","m",20.5,50.33,"Universitaria"
"CS24325",19,"Private",9,"S","Not-in-family","White-Collar","White","m",40,50.02,"Secundaria"
"CS24326",27,"Government",13,"S","Own-child","Professional","Amer-Indian-Eskimo","f",43,39.59,"Universitaria"
"CS24327",48,"Self-Employed",11,"M","Not-in-family","White-Collar","White","f",25.5,47.77,"Universitaria"
"CS24328",52,"Private",4,"S","Wife","Service","White","f",7,35.28,"Primaria"
"CS24329",61,"Government",15,"M","Own-child","Professional","White","m",40.5,56.93,"Postuniversitaria"
"CS24330",45,"Self-Employed",13,"M","Husband","White-Collar","Asian-Pac-Islander","m",45,44.32,"Universitaria"
"CS24331",29,"Private",5,"M","Husband","Blue-Collar","White","m",40.5,52.85,"Primaria"
"CS24332",41,"Private",10,"D","Husband","Service","White","m",21.5,46.59,"Universitaria"
"CS24333",38,"Private",10,"D","Not-in-family","White-Collar","Black","m",60,49.05,"Universitaria"
"CS24334",32,"Private",10,"M","Unmarried","Professional","White","f",40.5,41.33,"Universitaria"
"CS24335",37,"Private",9,"M","Wife","Service","White","m",40.5,50.75,"Secundaria"
"CS24336",55,"Private",6,"M","Husband","Blue-Collar","White","m",40.5,56.85,"Primaria"
"CS24337",62,"Government",9,"M","Husband","Blue-Collar","White","m",40.5,54.88,"Secundaria"
"CS24338",48,"Private",9,"M","Husband","Blue-Collar","White","m",40,53.35,"Secundaria"
"CS24339",43,"Private",10,"M","Husband","White-Collar","White","m",50.5,57.29,"Universitaria"
"CS24340",25,"Private",9,"S","Husband","Sales","Black","m",24,40.64,"Secundaria"
"CS24341",47,"Private",9,"X","Own-child","Service","White","f",40,38.97,"Secundaria"
"CS24342",49,"Self-Employed",13,"M","Not-in-family","Blue-Collar","White","m",70.5,55.82,"Universitaria"
"CS24343",55,"Private",9,"M","Husband","Service","White","m",40.5,50.73,"Secundaria"
"CS24344",42,"Private",9,"D","Husband","White-Collar","White","f",40,42.65,"Secundaria"
"CS24345",40,"Private",9,"D","Unmarried","White-Collar","White","m",40.5,50.19,"Secundaria"
"CS24346",34,"Private",11,"M","Own-child","White-Collar","White","m",40,54.99,"Universitaria"
"CS24347",38,"Private",9,"X","Husband","Sales","White","f",10,36.02,"Secundaria"
"CS24348",39,"Private",9,"M","Unmarried","Blue-Collar","White","m",40,56.34,"Secundaria"
"CS24349",45,"Private",12,"D","Husband","Blue-Collar","White","f",55,44.8,"Universitaria"
"CS24350",43,"Private",12,"S","Not-in-family","Sales","White","m",40.5,48.69,"Universitaria"
"CS24351",32,"Government",9,"S","Own-child","White-Collar","Black","f",40,45.42,"Secundaria"
"CS24352",18,"Private",10,"S","Not-in-family","Service","White","f",20,35.64,"Universitaria"
"CS24353",27,"Private",14,"S","Own-child","Professional","White","m",40.5,50.56,"Postuniversitaria"
"CS24354",57,"Private",12,"D","Not-in-family","Service","White","f",40.5,41.34,"Universitaria"
"CS24355",38,"Private",9,"M","Not-in-family","White-Collar","White","f",60,49.7,"Secundaria"
"CS24356",67,"Private",13,"M","Wife","Professional","White","m",40,56.18,"Universitaria"
"CS24357",26,"Private",7,"X","Husband","Service","White","f",20,33.69,"Secundaria"
"CS24358",21,"Private",9,"S","Unmarried","Blue-Collar","White","m",40,53.17,"Secundaria"
"CS24359",17,"Private",6,"S","Own-child","Service","White","m",15,44.31,"Primaria"
"CS24360",31,"Private",9,"M","Own-child","Blue-Collar","White","m",40.5,53.93,"Secundaria"
"CS24361",51,"Self-Employed",12,"X","Husband","Sales","Black","m",30,37.29,"Universitaria"
"CS24362",29,"Private",13,"M","Not-in-family","White-Collar","White","m",40.5,57.71,"Universitaria"
"CS24363",28,"Private",13,"S","Husband","Blue-Collar","White","m",40.5,55.28,"Universitaria"
"CS24364",32,"Private",12,"M","Own-child","Professional","White","m",45.5,52.05,"Universitaria"
"CS24365",31,"Government",10,"M","Husband","Service","White","m",45.5,55.46,"Universitaria"
"CS24366",26,"Private",10,"M","Husband","Blue-Collar","White","m",40.5,58.48,"Universitaria"
"CS24367",28,"Government",13,"D","Husband","Professional","White","f",40,44.34,"Universitaria"
"CS24368",40,"Private",14,"S","Not-in-family","Professional","White","f",40,39.65,"Postuniversitaria"
"CS24369",51,"Private",4,"S","Not-in-family","Blue-Collar","White","m",19.5,49.92,"Primaria"
"CS24370",62,"Private",10,"M","Own-child","Blue-Collar","Black","m",20,44.77,"Universitaria"
"CS24371",54,"Private",6,"M","Husband","Blue-Collar","White","m",60,54.54,"Primaria"
"CS24372",55,"Private",9,"X","Husband","Service","White","f",16,39.23,"Secundaria"
"CS24373",24,"Private",9,"S","Not-in-family","Blue-Collar","White","m",20,51.97,"Secundaria"
"CS24374",27,"Private",14,"S","Not-in-family","White-Collar","White","m",45,57.75,"Postuniversitaria"
"CS24375",18,"Private",9,"S","Own-child","Blue-Collar","White","m",30.5,48.35,"Secundaria"
"CS24376",22,"Private",13,"S","Own-child","Professional","Amer-Indian-Eskimo","f",40,40.02,"Universitaria"
"CS24377",21,"Private",9,"S","Not-in-family","Sales","White","f",40,38.57,"Secundaria"
"CS24378",44,"Self-Employed",10,"M","Not-in-family","Sales","Asian-Pac-Islander","m",45,44.13,"Universitaria"
"CS24379",50,"Other/Unknown",14,"M","Husband","Other/Unknown","White","m",60,50.58,"Postuniversitaria"
"CS24380",38,"Private",13,"M","Husband","Professional","White","m",40.5,53.89,"Universitaria"
"CS24381",39,"Private",13,"M","Husband","Professional","White","m",50,51.08,"Universitaria"
"CS24382",27,"Private",9,"M","Husband","Blue-Collar","White","m",40,56.63,"Secundaria"
"CS24383",35,"Private",7,"D","Husband","Blue-Collar","Black","m",40,41.81,"Secundaria"
"CS24384",51,"Private",10,"M","Not-in-family","Blue-Collar","White","m",60.5,58.8,"Universitaria"
"CS24385",60,"Private",10,"M","Husband","Service","White","m",40.5,51.3,"Universitaria"
"CS24386",62,"Other/Unknown",10,"M","Husband","Other/Unknown","White","m",40.5,48.75,"Universitaria"
"CS24387",38,"Private",9,"M","Husband","Blue-Collar","White","m",40,57.33,"Secundaria"
"CS24388",37,"Private",10,"X","Husband","Blue-Collar","Black","m",35.5,44.31,"Universitaria"
"CS24389",43,"Private",10,"D","Not-in-family","White-Collar","White","f",40.5,43.13,"Universitaria"
"CS24390",49,"Government",10,"D","Own-child","White-Collar","White","f",50,50.5,"Universitaria"
"CS24391",17,"Private",6,"S","Unmarried","Service","White","f",25.5,34.37,"Primaria"
"CS24392",32,"Private",9,"S","Own-child","Service","White","m",60,44.76,"Secundaria"
"CS24393",23,"Private",13,"S","Not-in-family","Professional","White","f",38.5,41.84,"Universitaria"
"CS24394",28,"Private",13,"M","Not-in-family","Professional","White","m",40,52.47,"Universitaria"
"CS24395",76,"Self-Employed",13,"M","Husband","White-Collar","White","m",55.5,55.96,"Universitaria"
"CS24396",25,"Private",13,"S","Husband","White-Collar","White","f",40.5,44.11,"Universitaria"
"CS24397",42,"Private",13,"M","Own-child","White-Collar","White","m",60,60.43,"Universitaria"
"CS24398",46,"Government",7,"S","Husband","Service","White","m",40,53.2,"Secundaria"
"CS24399",29,"Private",13,"S","Not-in-family","Professional","Other","f",50,28.65,"Universitaria"
"CS24400",44,"Private",14,"M","Not-in-family","White-Collar","White","m",45.5,61.71,"Postuniversitaria"
"CS24401",60,"Self-Employed",15,"M","Husband","Sales","White","m",45,52.57,"Postuniversitaria"
"CS24402",30,"Government",11,"D","Husband","Service","Amer-Indian-Eskimo","f",40,46.09,"Universitaria"
"CS24403",24,"Private",10,"S","Unmarried","Sales","White","f",17,40.14,"Universitaria"
"CS24404",17,"Private",6,"S","Own-child","Service","White","f",10,37.11,"Primaria"
"CS24405",76,"Other/Unknown",7,"W","Own-child","Other/Unknown","White","f",16,34.17,"Secundaria"
"CS24406",31,"Private",12,"S","Other-relative","Service","White","f",40.5,38.41,"Universitaria"
"CS24407",52,"Private",10,"M","Own-child","Blue-Collar","White","m",40,57.13,"Universitaria"
"CS24408",39,"Private",13,"S","Husband","White-Collar","Asian-Pac-Islander","f",35,44.83,"Universitaria"
"CS24409",73,"Self-Employed",13,"M","Own-child","Sales","White","m",50.5,51,"Universitaria"
"CS24410",38,"Private",9,"S","Husband","Service","Black","f",24,39.06,"Secundaria"
"CS24411",48,"Private",9,"D","Unmarried","Service","Black","f",20,40.85,"Secundaria"
"CS24412",60,"Private",6,"W","Not-in-family","Sales","White","f",40.5,37.84,"Primaria"
"CS24413",26,"Private",9,"S","Not-in-family","Blue-Collar","White","m",40,51.2,"Secundaria"
"CS24414",20,"Private",9,"S","Not-in-family","Service","White","m",40.5,46.67,"Secundaria"
"CS24415",54,"Government",16,"S","Other-relative","White-Collar","White","f",40,49.21,"Postuniversitaria"
"CS24416",50,"Government",9,"M","Not-in-family","Service","Black","m",40.5,49.89,"Secundaria"
"CS24417",20,"Private",10,"S","Husband","White-Collar","White","f",40.5,42.67,"Universitaria"
"CS24418",23,"Private",10,"S","Own-child","White-Collar","Black","m",22.5,42.69,"Universitaria"
"CS24419",35,"Private",11,"M","Other-relative","Blue-Collar","White","m",40,56.5,"Universitaria"
"CS24420",43,"Private",6,"S","Husband","Blue-Collar","Black","m",40,43.06,"Primaria"
"CS24421",50,"Private",9,"M","Not-in-family","White-Collar","White","m",32.5,57.23,"Secundaria"
"CS24422",58,"Private",2,"X","Husband","Blue-Collar","Black","m",50,47.52,"Primaria"
"CS24423",55,"Government",12,"D","Not-in-family","White-Collar","Asian-Pac-Islander","m",40.5,53.86,"Universitaria"
"CS24424",29,"Private",13,"M","Own-child","White-Collar","White","m",45,58.76,"Universitaria"
"CS24425",47,"Private",10,"D","Husband","Blue-Collar","White","f",40,43.18,"Universitaria"
"CS24426",39,"Private",9,"M","Not-in-family","Professional","Black","f",40,42.83,"Secundaria"
"CS24427",63,"Government",9,"M","Wife","White-Collar","White","f",35,47.5,"Secundaria"
"CS24428",27,"Private",9,"S","Wife","Blue-Collar","White","m",60,50.91,"Secundaria"
"CS24429",62,"Other/Unknown",7,"D","Not-in-family","Other/Unknown","Black","f",40.5,34.87,"Secundaria"
"CS24430",38,"Private",10,"S","Not-in-family","White-Collar","White","f",40.5,44.48,"Universitaria"
"CS24431",25,"Private",9,"S","Own-child","Blue-Collar","White","m",65.5,50.14,"Secundaria"
"CS24432",31,"Private",9,"M","Not-in-family","Service","White","m",52,50.85,"Secundaria"
"CS24433",40,"Government",10,"S","Husband","White-Collar","White","f",40.5,44.86,"Universitaria"
"CS24434",42,"Private",16,"S","Own-child","Professional","White","m",50,49.38,"Postuniversitaria"
"CS24435",52,"Private",9,"M","Not-in-family","Sales","White","m",40.5,53.46,"Secundaria"
"CS24436",46,"Private",13,"M","Husband","White-Collar","White","m",40,55.3,"Universitaria"
"CS24437",31,"Private",10,"X","Husband","Service","White","f",50,39.6,"Universitaria"
"CS24438",33,"Private",9,"D","Unmarried","Service","White","f",40.5,40.07,"Secundaria"
"CS24439",58,"Private",9,"S","Unmarried","White-Collar","White","f",40,46.57,"Secundaria"
"CS24440",52,"Government",9,"D","Unmarried","Service","White","m",36,52.56,"Secundaria"
"CS24441",25,"Self-Employed",13,"S","Unmarried","White-Collar","White","m",35.5,53.52,"Universitaria"
"CS24442",54,"Private",13,"M","Not-in-family","Sales","White","m",40.5,54.23,"Universitaria"
"CS24443",46,"Private",14,"M","Husband","White-Collar","White","m",60,59.91,"Postuniversitaria"
"CS24444",28,"Private",9,"M","Husband","Blue-Collar","White","m",40,54.12,"Secundaria"
"CS24445",24,"Self-Employed",4,"M","Husband","Blue-Collar","White","m",40.5,51.8,"Primaria"
"CS24446",39,"Private",13,"S","Husband","White-Collar","White","f",40.5,44.57,"Universitaria"
"CS24447",60,"Government",10,"M","Not-in-family","Service","White","m",40,52.16,"Universitaria"
"CS24448",22,"Private",9,"S","Husband","Service","White","f",40,40.6,"Secundaria"
"CS24449",27,"Private",13,"S","Unmarried","White-Collar","White","f",40,48.36,"Universitaria"
"CS24450",35,"Private",13,"M","Own-child","Sales","White","m",45,50.77,"Universitaria"
"CS24451",47,"Private",13,"M","Husband","Professional","White","m",50.5,54.44,"Universitaria"
"CS24452",33,"Self-Employed",13,"M","Husband","Professional","White","f",50.5,40.96,"Universitaria"
"CS24453",40,"Self-Employed",13,"M","Wife","White-Collar","White","m",45,53.83,"Universitaria"
"CS24454",38,"Private",13,"M","Husband","White-Collar","White","m",40.5,55.25,"Universitaria"
"CS24455",26,"Private",12,"X","Husband","Blue-Collar","Other","f",40.5,33.08,"Universitaria"
"CS24456",54,"Self-Employed",13,"M","Not-in-family","Sales","White","m",50,48.26,"Universitaria"
"CS24457",39,"Private",13,"M","Husband","Blue-Collar","White","m",40.5,59.35,"Universitaria"
"CS24458",60,"Private",4,"D","Husband","Blue-Collar","White","m",40,48.37,"Primaria"
"CS24459",32,"Private",14,"S","Not-in-family","White-Collar","White","f",40,43.19,"Postuniversitaria"
"CS24460",19,"Government",10,"S","Not-in-family","White-Collar","White","f",15.5,46.07,"Universitaria"
"CS24461",49,"Other/Unknown",9,"M","Own-child","Other/Unknown","White","m",60.5,52.98,"Secundaria"
"CS24462",31,"Private",7,"S","Husband","White-Collar","White","f",48.5,40.81,"Secundaria"
"CS24463",29,"Private",9,"X","Unmarried","Sales","White","f",25.5,35.55,"Secundaria"
"CS24464",39,"Private",9,"S","Unmarried","Sales","Black","f",40,37.63,"Secundaria"
"CS24465",42,"Private",14,"M","Unmarried","Sales","White","m",50.5,56.15,"Postuniversitaria"
"CS24466",26,"Private",9,"D","Husband","Service","White","f",35.5,36.56,"Secundaria"
"CS24467",27,"Private",11,"S","Unmarried","White-Collar","White","m",40.5,53.53,"Universitaria"
"CS24468",52,"Private",5,"W","Own-child","White-Collar","White","f",40,41.18,"Primaria"
"CS24469",50,"Government",10,"D","Unmarried","Service","Black","f",40,43.69,"Universitaria"
"CS24470",51,"Private",9,"M","Unmarried","Blue-Collar","White","m",45,55.77,"Secundaria"
"CS24471",51,"Government",9,"M","Husband","White-Collar","White","m",40,61.66,"Secundaria"
"CS24472",40,"Private",9,"M","Husband","Sales","White","m",40,54.57,"Secundaria"
"CS24473",61,"Private",4,"W","Husband","Blue-Collar","Black","m",40,43.62,"Primaria"
"CS24474",35,"Private",9,"D","Not-in-family","Blue-Collar","White","m",40.5,47.21,"Secundaria"
"CS24475",41,"Other/Unknown",9,"D","Unmarried","Other/Unknown","Black","f",28,36.35,"Secundaria"
"CS24476",31,"Private",14,"M","Not-in-family","White-Collar","White","m",40,55.81,"Postuniversitaria"
"CS24477",43,"Private",9,"M","Husband","Blue-Collar","White","m",40.5,56.44,"Secundaria"
"CS24478",20,"Private",9,"S","Husband","Blue-Collar","White","m",40,52.21,"Secundaria"
"CS24479",35,"Private",10,"X","Own-child","Blue-Collar","White","m",40.5,53.3,"Universitaria"
"CS24480",30,"Private",10,"M","Not-in-family","Sales","White","m",45.5,48.96,"Universitaria"
"CS24481",42,"Self-Employed",15,"M","Husband","Professional","White","m",40,51.59,"Postuniversitaria"
"CS24482",51,"Private",9,"M","Husband","Blue-Collar","White","m",40.5,57.72,"Secundaria"
"CS24483",39,"Self-Employed",14,"D","Husband","White-Collar","Asian-Pac-Islander","m",40.5,44.93,"Postuniversitaria"
"CS24484",69,"Self-Employed",5,"M","Not-in-family","Blue-Collar","White","m",25,54.25,"Primaria"
"CS24485",63,"Other/Unknown",5,"M","Husband","Other/Unknown","White","m",40,51.82,"Primaria"
"CS24486",29,"Government",10,"S","Husband","White-Collar","Black","f",40.5,48.93,"Universitaria"
"CS24487",21,"Private",10,"S","Unmarried","Sales","White","m",20.5,48.96,"Universitaria"
"CS24488",24,"Private",13,"S","Own-child","Service","White","m",55,48.75,"Universitaria"
"CS24489",55,"Private",9,"M","Not-in-family","Service","Black","m",40.5,45.81,"Secundaria"
"CS24490",42,"Self-Employed",9,"M","Husband","Blue-Collar","White","m",45.5,53.53,"Secundaria"
"CS24491",48,"Private",7,"M","Husband","Service","White","f",40,41.4,"Secundaria"
"CS24492",31,"Private",13,"S","Wife","Service","White","f",42,37.95,"Universitaria"
"CS24493",52,"Private",11,"M","Not-in-family","White-Collar","White","m",40,54.83,"Universitaria"
"CS24494",30,"Private",10,"S","Husband","Service","White","f",40.5,36.71,"Universitaria"
"CS24495",29,"Private",9,"S","Not-in-family","Blue-Collar","White","m",40.5,48.75,"Secundaria"
"CS24496",32,"Private",10,"M","Not-in-family","Blue-Collar","White","m",40,51.86,"Universitaria"
"CS24497",47,"Private",10,"M","Husband","Professional","White","m",40.5,51.47,"Universitaria"
"CS24498",56,"Private",5,"M","Husband","Blue-Collar","White","m",40.5,53.71,"Primaria"
"CS24499",40,"Private",10,"M","Husband","Blue-Collar","White","m",40,54.37,"Universitaria"
"CS24500",20,"Private",10,"S","Husband","Professional","White","f",10.5,39.8,"Universitaria"
"CS24501",36,"Private",10,"X","Own-child","Blue-Collar","White","m",40,53.43,"Universitaria"
"CS24502",45,"Private",13,"S","Not-in-family","Professional","White","m",40,47.97,"Universitaria"
"CS24503",38,"Private",5,"M","Not-in-family","White-Collar","White","m",40.5,55.21,"Primaria"
"CS24504",60,"Government",15,"M","Husband","Professional","White","m",40,60.62,"Postuniversitaria"
"CS24505",70,"Self-Employed",14,"M","Husband","White-Collar","Black","m",40.5,51.1,"Postuniversitaria"
"CS24506",21,"Private",10,"S","Husband","Service","White","f",30.5,36.25,"Universitaria"
"CS24507",57,"Private",9,"W","Own-child","White-Collar","White","f",40.5,44.83,"Secundaria"
"CS24508",33,"Private",9,"M","Not-in-family","Blue-Collar","White","m",48,54.43,"Secundaria"
"CS24509",37,"Private",9,"M","Husband","Blue-Collar","White","m",50,53.6,"Secundaria"
"CS24510",50,"Self-Employed",15,"M","Husband","White-Collar","White","m",50.5,57.13,"Postuniversitaria"
"CS24511",68,"Private",10,"M","Husband","Sales","White","m",55.5,55.81,"Universitaria"
"CS24512",28,"Private",7,"M","Husband","White-Collar","White","f",40.5,44.45,"Secundaria"
"CS24513",32,"Private",10,"M","Wife","Blue-Collar","White","m",40.5,56.02,"Universitaria"
"CS24514",30,"Private",15,"D","Husband","Professional","White","m",50.5,54.25,"Postuniversitaria"
"CS24515",18,"Private",7,"S","Not-in-family","Blue-Collar","White","m",30.5,47.13,"Secundaria"
"CS24516",45,"Private",10,"D","Own-child","Professional","White","f",20,41.02,"Universitaria"
"CS24517",22,"Private",9,"S","Unmarried","White-Collar","White","f",40,41.31,"Secundaria"
"CS24518",38,"Private",13,"S","Unmarried","Blue-Collar","White","f",8.5,37.84,"Universitaria"
"CS24519",37,"Private",11,"D","Not-in-family","Professional","White","f",40,42.23,"Universitaria"
"CS24520",23,"Private",13,"S","Not-in-family","Blue-Collar","White","m",40.5,52.75,"Universitaria"
